page maps,Nom entreprise,Metier,,telephone,site web,etoile,nombre
https://www.google.com/maps/place/Tallot+Couverture/data=!4m7!3m6!1s0x4805eb7ca758b9e1:0x3af138eb5e408126!8m2!3d47.1978257!4d-1.6086426!16s%2Fg%2F1tvt9qwk!19sChIJ4blYp3zrBUgRJoFAXus48To?authuser=0&hl=fr&rclk=1,Tallot Couverture,Couvreur,·,02 40 92 14 77,http://tallot-couverture.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"3,3",-20
https://www.google.com/maps/place/Connan+:+Parquet+%26+Carrelage+sur+Nantes+-+Mat%C3%A9riaux+de+construction/data=!4m7!3m6!1s0x4805ed3a18cc7e9b:0x8abaaa26959d94d7!8m2!3d47.2671558!4d-1.6910593!16s%2Fg%2F1tdmpf7m!19sChIJm37MGDrtBUgR15SdlSaquoo?authuser=0&hl=fr&rclk=1,Connan : Parquet & Carrelage sur Nantes - Matériaux de construction,Magasin de materiaux de construction,·,02 40 63 41 41,https://connan.fr/,"4,7",-35
https://www.google.com/maps/place/Koadu+-+Bois+br%C3%BBl%C3%A9/data=!4m7!3m6!1s0x4805ef64cdd8c615:0x11ec8e4675ec88e7!8m2!3d47.2355727!4d-1.507864!16s%2Fg%2F11pd0zsh6f!19sChIJFcbYzWTvBUgR54jsdUaO7BE?authuser=0&hl=fr&rclk=1,Koadu - Bois brûlé,Magasin d'articles pour l'aménagement paysager,6 Imp. des Boutons d'Or,07 78 38 85 64,http://www.koadu.fr/,5,-8
https://www.google.com/maps/place/SAMPERS/data=!4m7!3m6!1s0x48058f0dad50e97b:0x942d6f6a55395fa!8m2!3d47.2988389!4d-1.7579521!16s%2Fg%2F11rxj88jtj!19sChIJe-lQrQ2PBUgR-pVTpfbWQgk?authuser=0&hl=fr&rclk=1,SAMPERS,Entreprise d'étanchéité,·,06 74 67 61 66,https://www.sampers.fr/,"4,8",-4
https://www.google.com/maps/place/ENTREPRISE+ROBIN/data=!4m7!3m6!1s0xa956a3a21bcf578f:0x3a2b6a9eb610bf59!8m2!3d47.239028!4d-1.605829!16s%2Fg%2F11scfn_9dx!19sChIJj1fPG6KjVqkRWb8Qtp5qKzo?authuser=0&hl=fr&rclk=1,ENTREPRISE ROBIN,Façadier,10 Rue du Congo,02 51 78 90 19,https://www.google.com/aclk?sa=L&ai=DChsSEwjT9qnjir6UAxVSUEECHbcjM6QYACICCAEQFhoCd3M&ae=2&aspm=1&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XCfYAweQQJ4RluKCZuNRDe_Mh1tttwyWqHUiQjvsGkw6YoWl8wBMaRoCO0IQAvD_BwE&cce=2&category=acrcp_v1_35&sig=AOD64_1NZB-zW7geX2hyVs3BeoSavV69QA&adurl&q&ctype=99&nis=6,5,-1
https://www.google.com/maps/place/Ed+Ouest+Couverture+-+Couvreur+Nantes/data=!4m7!3m6!1s0x4805e89134d06261:0xbbad249874bc46c0!8m2!3d47.189256!4d-1.532322!16s%2Fg%2F11c2jb6qmm!19sChIJYWLQNJHoBUgRwEa8dJgkrbs?authuser=0&hl=fr&rclk=1,Ed Ouest Couverture - Couvreur Nantes,Couvreur,60 Route de Vertou,02 40 20 20 77,https://www.google.com/aclk?sa=L&ai=DChsSEwjT9qnjir6UAxVSUEECHbcjM6QYACICCAEQFRoCd3M&ae=2&aspm=1&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XFIisavYbDrKnSH9Zb5Er57k3OfjZ_Q69yvBoxf_QjE9yvA74_bsthoCKmsQAvD_BwE&cce=2&category=acrcp_v1_35&sig=AOD64_3hu0BTgCbeISqBfrEqVtyQ7kLO7Q&adurl&q&ctype=99&nis=6,"4,6",-263
https://www.google.com/maps/place/RENOOUEST/data=!4m7!3m6!1s0x4805fa1369330d57:0xec8694df8defa993!8m2!3d47.2587506!4d-1.5050342!16s%2Fg%2F11b6dq2c7c!19sChIJVw0zaRP6BUgRk6nvjd-Uhuw?authuser=0&hl=fr&rclk=1,RENOOUEST,Entrepreneur spécialisé dans l'isolation,·,02 51 13 11 59,https://renoouest.fr/,"4,9",-299
https://www.google.com/maps/place/Bardage+Nantes+Sud+Loire+-+TBP+Tendance+Bois+Profil%C3%A9s/data=!4m7!3m6!1s0x4805ae7a25f4324f:0x9e4a07578c5adffe!8m2!3d46.9992091!4d-1.740046!16s%2Fg%2F11b6djrrv5!19sChIJTzL0JXquBUgR_t9ajFcHSp4?authuser=0&hl=fr&rclk=1,Bardage Nantes Sud Loire - TBP Tendance Bois Profilés,Bois,"Le Grand Moulin, Rue du",02 55 52 00 20,https://www.sbm-tbp.com/,,
https://www.google.com/maps/place/Delorme+Couvreur+-+Nantes+44/data=!4m7!3m6!1s0x4805ed8eaffe5a0d:0xaecbd0f03eebf0a1!8m2!3d47.1992044!4d-1.6061612!16s%2Fg%2F11jdnpt97k!19sChIJDVr-r47tBUgRofDrPvDQy64?authuser=0&hl=fr&rclk=1,Delorme Couvreur - Nantes 44,Entrepreneur spécialisé dans l'isolation,·,06 42 86 57 53,https://www.delormecouvreur.fr/?utm_source=gmb,"4,5",-44
https://www.google.com/maps/place/WD+Couverture/data=!4m7!3m6!1s0x4805efa210e66d37:0xde0c58f56804768b!8m2!3d47.3480106!4d-1.7860657!16s%2Fg%2F11gr63591z!19sChIJN23mEKLvBUgRi3YEaPVYDN4?authuser=0&hl=fr&rclk=1,WD Couverture,Couvreur,·,02 40 41 73 72,https://wd-couverture.com/,"4,9",-108
https://www.google.com/maps/place/Br%C3%A9bion+Construction+Bois/data=!4m7!3m6!1s0x4805ee9f915aaaab:0x44e2c6bfc443f20!8m2!3d47.1558458!4d-1.6594168!16s%2Fg%2F11flt353rc!19sChIJq6pakZ_uBUgRID9E_GssTgQ?authuser=0&hl=fr&rclk=1,Brébion Construction Bois,Charpentier,13 Rte de Bouguenais,02 72 02 89 29,http://www.brebionconstruction.fr/,"4,9",-31
https://www.google.com/maps/place/HABITER+BOIS/data=!4m7!3m6!1s0x4805ec00ef861b6d:0x966759d6d2c40b2e!8m2!3d47.2054371!4d-1.5630084!16s%2Fg%2F11fls46btr!19sChIJbRuG7wDsBUgRLgvE0tZZZ5Y?authuser=0&hl=fr&rclk=1,HABITER BOIS,Fabricant,15 Bd Léon Bureau,02 40 73 73 30,http://habiterbois.fr/,5,-1
"https://www.google.com/maps/place/Vincent+Entreprise+-+Ravalements,+Fa%C3%A7ades,+Isolation+et+%C3%89tanch%C3%A9it%C3%A9+%C3%A0+Nantes/data=!4m7!3m6!1s0x4805e9eb53220bdd:0x5ae6672fbd4a1d67!8m2!3d47.1496842!4d-1.5426781!16s%2Fg%2F1tr7c5hq!19sChIJ3QsiU-vpBUgRZx1KvS9n5lo?authuser=0&hl=fr&rclk=1","Vincent Entreprise - Ravalements, Façades, Isolation et Étanchéité à Nantes",Entrepreneur spécialisé dans l'isolation,2 Rue des Orfèvres,02 40 13 60 00,https://www.vincententreprise.fr/,"4,5",-120
https://www.google.com/maps/place/Entreprise+DV/data=!4m7!3m6!1s0x480593518e9f7b1b:0x2449ee3607154ddb!8m2!3d47.250541!4d-1.7028505!16s%2Fg%2F11m75r1qtf!19sChIJG3ufjlGTBUgR200VBzbuSSQ?authuser=0&hl=fr&rclk=1,Entreprise DV,Couvreur,5 Rue de l'Aubinière,06 10 35 20 81,https://entreprisecouverturedv.fr/,5,-41
https://www.google.com/maps/place/R%C3%89NOVA+GROUPE/data=!4m7!3m6!1s0x48058ff7b3bb59e7:0x6e0fffc9a0b2b940!8m2!3d47.303275!4d-1.754163!16s%2Fg%2F11sjrn_h19!19sChIJ51m7s_ePBUgRQLmyoMn_D24?authuser=0&hl=fr&rclk=1,RÉNOVA GROUPE,Entrepreneur spécialisé dans l'isolation,·,02 40 47 62 70,https://renova-groupe.com/,"4,3",-35
https://www.google.com/maps/place/SEO+Etanch%C3%A9it%C3%A9+-+Couverture+-+Bardage/data=!4m7!3m6!1s0x480584b8a71b098b:0x71427131d7c65038!8m2!3d47.2966996!4d-1.854159!16s%2Fg%2F11b6dqj8wg!19sChIJiwkbp7iEBUgROFDG1zFxQnE?authuser=0&hl=fr&rclk=1,SEO Etanchéité - Couverture - Bardage,Entrepreneur spécialisé dans l'isolation,Les Petites Landes,02 40 57 74 64,,"4,8",-4
https://www.google.com/maps/place/COSTA+Entreprise+g%C3%A9n%C3%A9rale+du+b%C3%A2timent/data=!4m7!3m6!1s0x4805ec822efe1d81:0xc884d65263a09969!8m2!3d47.2049867!4d-1.6071231!16s%2Fg%2F11fjmcj5p0!19sChIJgR3-LoLsBUgRaZmgY1LWhMg?authuser=0&hl=fr&rclk=1,COSTA Entreprise générale du bâtiment,Entreprise de construction,61 Rue Firmin Colas,02 40 36 06 06,http://www.costa-expert.fr/,"4,7",-26
https://www.google.com/maps/place/IVISO/data=!4m7!3m6!1s0x4805efa8f8fd32b1:0x280f5e50246f2442!8m2!3d47.2276667!4d-1.5157062!16s%2Fg%2F11fkrxh7r6!19sChIJsTL9-KjvBUgRQiRvJFBeDyg?authuser=0&hl=fr&rclk=1,IVISO,Entrepreneur spécialisé dans l'isolation,·,02 40 30 32 94,https://www.iviso.fr/,,
https://www.google.com/maps/place/LF+Etancheite/data=!4m7!3m6!1s0x4805ef4fd2c49c87:0xfbf5ef141f34020d!8m2!3d47.2116068!4d-1.4880627!16s%2Fg%2F1tj51zlw!19sChIJh5zE0k_vBUgRDQI0HxTv9fs?authuser=0&hl=fr&rclk=1,LF Etancheite,Entreprise de construction,·,02 40 80 50 60,https://lfetancheite.fr/,"4,3",-6
https://www.google.com/maps/place/ISOL%27+Fa%C3%A7ade+44/data=!4m7!3m6!1s0x4805c219924530d3:0x23cb0a593167bb8b!8m2!3d47.0842944!4d-1.5553529!16s%2Fg%2F11b6d2b494!19sChIJ0zBFkhnCBUgRi7tnMVkKyyM?authuser=0&hl=fr&rclk=1,ISOL' Façade 44,Entrepreneur spécialisé dans l'isolation,·,06 50 19 55 63,https://www.isolfacade44.fr/,"4,7",-51
https://www.google.com/maps/place/Couvr%27isol+Atlantique/data=!4m7!3m6!1s0x4805eff66ac41ee5:0x5c9b25e438b42a18!8m2!3d47.2744619!4d-1.4965526!16s%2Fg%2F11b6d43lnb!19sChIJ5R7EavbvBUgRGCq0OOQlm1w?authuser=0&hl=fr&rclk=1,Couvr'isol Atlantique,Entrepreneur spécialisé dans l'isolation,33 Rue du Nouveau Bêle,02 28 21 77 61,http://couvrisol-atlantique.com/,"4,5",-117
https://www.google.com/maps/place/Antoine+Louvel/data=!4m7!3m6!1s0x4805edf556feaf15:0x794a508ca9cf7bda!8m2!3d47.2494375!4d-1.5985691!16s%2Fg%2F11yts7vhnf!19sChIJFa_-VvXtBUgR2nvPqYxQSnk?authuser=0&hl=fr&rclk=1,Antoine Louvel,Menuisier,2 Rue des Érables,07 69 70 75 02,https://www.instagram.com/lvl.woodworks/,5,-6
https://www.google.com/maps/place/L+M+Couverture+-+Couvreur+Zingueur+Nantes+R%C3%A9paration+Nettoyage+%C3%89tanch%C3%A9it%C3%A9+toiture+fuite+Goutti%C3%A8res+44+Loire-Atlantique/data=!4m7!3m6!1s0x4805eb1ccb22df7f:0xdf184874ed6371cd!8m2!3d47.2020065!4d-1.5849377!16s%2Fg%2F11g3hwbs7h!19sChIJf98iyxzrBUgRzXFj7XRIGN8?authuser=0&hl=fr&rclk=1,L M Couverture - Couvreur Zingueur Nantes Réparation Nettoyage Étanchéité toiture fuite Gouttières 44 Loire-Atlantique,Couvreur,19 Rue Gutenberg,07 62 68 17 32,https://lmcouvertures.fr/,"4,8",-31
https://www.google.com/maps/place/VULPO/data=!4m7!3m6!1s0x4805ee9b00780d6b:0xf368c1f814356562!8m2!3d47.2319042!4d-1.5440944!16s%2Fg%2F11c2pptlbs!19sChIJaw14AJvuBUgRYmU1FPjBaPM?authuser=0&hl=fr&rclk=1,VULPO,Entrepreneur de cloisons sèches,18 Rue du Port Guichard,07 68 34 56 99,http://vulpo.fr/,"4,9",-59
https://www.google.com/maps/place/JL+%C3%89tanch%C3%A9it%C3%A9/data=!4m7!3m6!1s0x447ac8de6cb8f83:0x444fd8305d38ce03!8m2!3d47.278293!4d-1.5922843!16s%2Fg%2F11x84vg1cb!19sChIJg4_L5o2sRwQRA844XTDYT0Q?authuser=0&hl=fr&rclk=1,JL Étanchéité,Couvreur,9 Rue de Coulomb,02 28 01 28 83,,5,-1
https://www.google.com/maps/place/Axima+-+Enveloppe+du+B%C3%A2timent+%2F+Groupe+Equans/data=!4m7!3m6!1s0x4805eb4521d3c58d:0x723e0b35d47a33c1!8m2!3d47.1696!4d-1.575464!16s%2Fg%2F11rb42t7lc!19sChIJjcXTIUXrBUgRwTN61DULPnI?authuser=0&hl=fr&rclk=1,Axima - Enveloppe du Bâtiment / Groupe Equans,Façadier,·,02 40 32 49 90,,"4,6",-5
https://www.google.com/maps/place/Isole+Et+Vous/data=!4m7!3m6!1s0x4805eeea9ebd0f1f:0xe48786fe2c5eca22!8m2!3d47.2237838!4d-1.5378004!16s%2Fg%2F1tpbbbzv!19sChIJHw-9nuruBUgRIspeLP6Gh-Q?authuser=0&hl=fr&rclk=1,Isole Et Vous,Entrepreneur spécialisé dans l'isolation,11 Rue du 3iéme Dragons,02 40 77 53 81,https://isoleetvous.com/,4,-11
https://www.google.com/maps/place/Tout+Beau+Tout+Bois/data=!4m7!3m6!1s0x684b89ebb663b289:0xf9526020ea11596e!8m2!3d47.1979381!4d-1.49697!16s%2Fg%2F11rjyrw7r6!19sChIJibJjtuuJS2gRblkR6iBgUvk?authuser=0&hl=fr&rclk=1,Tout Beau Tout Bois,Charpentier,21 Rue de la Profondine,07 65 81 03 95,https://toutbeautoutbois.fr/,5,-20
https://www.google.com/maps/place/Pro%27pose+Ossature+Bois+Et+Menuiserie/data=!4m7!3m6!1s0x4805e83d4889c9d7:0x648e3036137262cf!8m2!3d47.1311068!4d-1.5184248!16s%2Fg%2F11b6dqxlv7!19sChIJ18mJSD3oBUgRz2JyEzYwjmQ?authuser=0&hl=fr&rclk=1,Pro'pose Ossature Bois Et Menuiserie,Entreprise de construction,14 Le Taillis,06 68 72 48 29,http://propose-nantes.fr/,5,-30
https://www.google.com/maps/place/Lariviere/data=!4m7!3m6!1s0x4805ef9888a9ade3:0x68b965c79b5c1966!8m2!3d47.2509673!4d-1.4986968!16s%2Fg%2F11b6dpvs1f!19sChIJ462piJjvBUgRZhlcm8dluWg?authuser=0&hl=fr&rclk=1,Lariviere,Magasin de materiaux de construction,·,02 40 49 72 72,https://www.lariviere.fr/trouver-votre-agence/lariviere-SEB/entry-431-lariviere-nantes-cdg.html,"4,4",-16
https://www.google.com/maps/place/Zair+Mohammed/data=!4m7!3m6!1s0x4805edd95d5fe7a7:0xa063c3dd031123da!8m2!3d47.255838!4d-1.5671027!16s%2Fg%2F11btltjtl0!19sChIJp-dfXdntBUgR2iMRA93DY6A?authuser=0&hl=fr&rclk=1,Zair Mohammed,Couvreur,23 Rue Jean de la Bruyère,09 84 03 18 76,,2,-1
https://www.google.com/maps/place/PPF+Nantes/data=!4m7!3m6!1s0x4805eff499cac729:0x8dbdc813c21df783!8m2!3d47.2646432!4d-1.4838076!16s%2Fg%2F11c2lfg7cq!19sChIJKcfKmfTvBUgRg_cdwhPIvY0?authuser=0&hl=fr&rclk=1,PPF Nantes,Entrepreneur spécialisé dans l'isolation,·,02 85 52 18 38,https://ppf.fr/reseau-ppf/ppf-notre-reseau/agence-ppf-44-nantes/,"4,7",-900
https://www.google.com/maps/place/EN+TOUTE+TRANSPARENCE+-+Nettoyage+de+vitres+toitures+fa%C3%A7ades+et+terrasses+%C3%A9cologique/data=!4m7!3m6!1s0xa6150bc5505b28e7:0x864f0f3536e117f4!8m2!3d47.2163772!4d-1.5689656!16s%2Fg%2F11s5vlnb8p!19sChIJ5yhbUMULFaYR9BfhNjUPT4Y?authuser=0&hl=fr&rclk=1,EN TOUTE TRANSPARENCE - Nettoyage de vitres toitures façades et terrasses écologique,Entreprise de nettoyage de vitres,1 Rue Mondésir,02 55 99 28 28,http://www.transparence-nettoyage.fr/,5,-170
https://www.google.com/maps/place/YOU+Scop/data=!4m7!3m6!1s0x4805c36a60659a6b:0xda4052521ec6fef1!8m2!3d47.1203691!4d-1.5046603!16s%2Fg%2F1tsr2k_f!19sChIJa5plYGrDBUgR8f7GHlJSQNo?authuser=0&hl=fr&rclk=1,YOU Scop,Charpentier,13 Rue de la Communauté,02 40 26 18 52,https://you-charpentebois.fr/,"4,9",-64
https://www.google.com/maps/place/DOKARI+ENTREPRISE+%C3%89CHAFAUDAGE/data=!4m7!3m6!1s0x8afaea229f71bcb7:0x4b7d530d27bb86cb!8m2!3d47.3480106!4d-1.7860657!16s%2Fg%2F11x1r6fvxm!19sChIJt7xxnyLq-ooRy4a7Jw1TfUs?authuser=0&hl=fr&rclk=1,DOKARI ENTREPRISE ÉCHAFAUDAGE,Travaux en hauteur,·,06 63 48 67 04,,5,-49
https://www.google.com/maps/place/Jason+Toiture/data=!4m7!3m6!1s0x47e60b070af621a7:0xbd1fbfaf050f887e!8m2!3d48.834818!4d2.289572!16s%2Fg%2F11b64hn9wz!19sChIJpyH2CgcL5kcRfogPBa-_H70?authuser=0&hl=fr&rclk=1,Jason Toiture,Couvreur,19 Rue Auguste Chabrières,06 80 45 28 90,https://www.google.com/aclk?sa=L&ai=DChsSEwjFnuiai76UAxVLW0ECHXD8KNAYACICCAEQChoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XAG_RdlZ2fw3B5h9Ww2gbONFTKE5IvuMNWxsdEHQJpuJtbRXrWY5ZhoCcwEQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_2YBNxe7YOJjiZ_fqIE6Oj7b-G8GA&adurl&q&ctype=99&nis=6,"4,1",-26
https://www.google.com/maps/place/Couvreur+Ets.+Robba/data=!4m7!3m6!1s0x47e67a73ab261bb1:0x704dcfc16732e3f7!8m2!3d48.800133!4d2.264212!16s%2Fg%2F11l2ypmx3w!19sChIJsRsmq3N65kcR9-MyZ8HPTXA?authuser=0&hl=fr&rclk=1,Couvreur Ets. Robba,Couvreur,1 bis Rue Pierre et Marie Curie,01 46 29 06 74,https://www.google.com/aclk?sa=L&ai=DChsSEwjFnuiai76UAxVLW0ECHXD8KNAYACICCAEQCxoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XBzsJemv3izl8-mlT8YapqLle6rUzHAnrquCQsGrh85gXSozv5FkJxoCmtIQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3JBoak1ZiCZ0qIREX_rvTbySGskg&adurl&q&ctype=99&nis=6,5,-8
https://www.google.com/maps/place/COUVREUR+92+-+IDF+Couverture+%26+Toiture/data=!4m7!3m6!1s0x47e67b7fc35e7485:0xc5650cd96c268c60!8m2!3d48.8038099!4d2.2671491!16s%2Fg%2F11n17jbby3!19sChIJhXRew3975kcRYIwmbNkMZcU?authuser=0&hl=fr&rclk=1,COUVREUR 92 - IDF Couverture & Toiture,Entrepreneur spécialisé dans l'isolation,32 Av. Victor Hugo,06 45 13 90 47,https://idf-couverture-toiture.fr/,"4,8",-215
https://www.google.com/maps/place/G.S+Nettoyage+%26+R%C3%A9novation+%E2%80%93+Couvreur+Fa%C3%A7adier+Clamart+92/data=!4m7!3m6!1s0x47e67b6b87764263:0xc90fbda10e243f6f!8m2!3d48.8001331!4d2.2642118!16s%2Fg%2F11w3ls4bb6!19sChIJY0J2h2t75kcRbz8kDqG9D8k?authuser=0&hl=fr&rclk=1,G.S Nettoyage & Rénovation – Couvreur Façadier Clamart 92,Entrepreneur spécialisé dans l'isolation,·,06 23 14 44 08,https://www.gs-nettoyage-renovation.fr/,5,-38
https://www.google.com/maps/place/Heugebaert+Mario/data=!4m7!3m6!1s0x47e67bc830fec50f:0x5f00d19e5548ac82!8m2!3d48.8001331!4d2.2642118!16s%2Fg%2F11tc8y7fv0!19sChIJD8X-MMh75kcRgqxIVZ7RAF8?authuser=0&hl=fr&rclk=1,Heugebaert Mario,Entrepreneur spécialisé dans l'isolation,1bis Rue Pierre et Marie Curie,06 24 66 02 85,https://www.couvreur-heugebaert.fr/,"4,9",-49
"https://www.google.com/maps/place/Dim,+Couverture,+les+Couvreur+de+Paris/data=!4m7!3m6!1s0x47e67d8a37f3ded5:0xe8205abab8f7e602!8m2!3d48.8001331!4d2.2642118!16s%2Fg%2F11gr0dvd_z!19sChIJ1d7zN4p95kcRAub3uLpaIOg?authuser=0&hl=fr&rclk=1","Dim, Couverture, les Couvreur de Paris",Entrepreneur spécialisé dans l'isolation,1 bis Rue Pierre et Marie Curie,01 84 80 37 96,https://lescouvreursdeparis.fr/,"4,8",-16
https://www.google.com/maps/place/Serbian+bat/data=!4m7!3m6!1s0x47e67a2b8ac23763:0xf48a8810611641e!8m2!3d48.782917!4d2.2303843!16s%2Fg%2F11hyl5s642!19sChIJYzfCiit65kcRHmQRBoGoSA8?authuser=0&hl=fr&rclk=1,Serbian bat,Entreprise de construction,2 All. Pierre Benoît,06 07 26 31 78,,"4,6",-10
https://www.google.com/maps/place/2axes/data=!4m7!3m6!1s0x47e67a685a3ea851:0x5d5a8e43931cc408!8m2!3d48.8124024!4d2.2739218!16s%2Fg%2F11b6q404zx!19sChIJUag-Wmh65kcRCMQck0OOWl0?authuser=0&hl=fr&rclk=1,2axes,Entreprise de construction,25 Rue Hébert,01 75 32 95 19,http://www.2axes.fr/,"4,5",-20
https://www.google.com/maps/place/Couvreur+%C3%A0+Clamart+:+DEMSAY+Couverture/data=!4m7!3m6!1s0x47e67b27417425c5:0x2b75a1bf48a702a3!8m2!3d48.8095224!4d2.2718374!16s%2Fg%2F11vzf9tnbt!19sChIJxSV0QSd75kcRowKnSL-hdSs?authuser=0&hl=fr&rclk=1,Couvreur à Clamart : DEMSAY Couverture,Couvreur,175 Av. Victor Hugo,06 95 17 11 04,https://couvreur-clamart-demsay.com/,"4,9",-21
https://www.google.com/maps/place/Raval+92/data=!4m7!3m6!1s0x47e67a2a471f564f:0xa5c97d186fc81093!8m2!3d48.7795946!4d2.2302705!16s%2Fg%2F11hz8qc4dj!19sChIJT1YfRyp65kcRkxDIbxh9yaU?authuser=0&hl=fr&rclk=1,Raval 92,Façadier,13 Rue Pasteur,01 46 32 52 05,,5,-3
https://www.google.com/maps/place/MJF+BATIMENT+%7C+Entreprise+g%C3%A9n%C3%A9rale+de+r%C3%A9novation+Clamart/data=!4m7!3m6!1s0x47e67a51b6055537:0x178d7f382104e08c!8m2!3d48.7796628!4d2.2254022!16s%2Fg%2F11c1ny81l0!19sChIJN1UFtlF65kcRjOAEITh_jRc?authuser=0&hl=fr&rclk=1,MJF BATIMENT | Entreprise générale de rénovation Clamart,Entreprise de construction,49 Av. du Petit Clamart,01 45 07 28 55,https://www.mjfbatiment.com/,"4,6",-37
https://www.google.com/maps/place/Delgado+Couverture/data=!4m7!3m6!1s0x47e66491768432d1:0xd522190f9afa48a1!8m2!3d48.8007126!4d2.2661565!16s%2Fg%2F11g6p8d3g0!19sChIJ0TKEdpFk5kcRoUj6mg8ZItU?authuser=0&hl=fr&rclk=1,Delgado Couverture,Couvreur,23 Rue Chef de ville,07 82 10 53 32,http://delgado-couvertures.fr/,"4,9",-34
https://www.google.com/maps/place/Cimpanu+Bardage/data=!4m7!3m6!1s0x47e67be89e09fa31:0xd6f2619042d4b41f!8m2!3d48.7811607!4d2.2146279!16s%2Fg%2F11wn5p5rv9!19sChIJMfoJnuh75kcRH7TUQpBh8tY?authuser=0&hl=fr&rclk=1,Cimpanu Bardage,Travaux généraux,8 Rue des Frères Caudron,06 05 75 82 51,https://cimpanubardage.fr/,5,-7
https://www.google.com/maps/place/Coulon+-+SA/data=!4m7!3m6!1s0x47e6716b05053237:0x4219ba14fefb48c0!8m2!3d48.8186777!4d2.29003!16s%2Fg%2F11h8dqjhkl!19sChIJNzIFBWtx5kcRwEj7_hS6GUI?authuser=0&hl=fr&rclk=1,Coulon - SA,Entrepreneur spécialisé dans l'isolation,15 Rue René Coche,01 41 90 26 90,http://www.coulon-sa.fr/,"3,9",-65
https://www.google.com/maps/place/Blondel+Couverture+-+Couvreur+Zingueur/data=!4m7!3m6!1s0x47e67befa40c5d81:0xea77747e366ea355!8m2!3d48.7811607!4d2.2146279!16s%2Fg%2F11qr692zv4!19sChIJgV0MpO975kcRVaNuNn50d-o?authuser=0&hl=fr&rclk=1,Blondel Couverture - Couvreur Zingueur,Couvreur,8 Rue des Frères Caudron,06 25 82 54 09,http://www.couverture-blondel.fr/,5,-110
https://www.google.com/maps/place/PLOMB+ART+CLAM+ART/data=!4m7!3m6!1s0x47e67a1420834e7b:0xa789120a71db57ed!8m2!3d48.7925704!4d2.2533072!16s%2Fg%2F1tjrp8z3!19sChIJe06DIBR65kcR7VfbcQoSiac?authuser=0&hl=fr&rclk=1,PLOMB ART CLAM ART,Plombier,8 Rue des Aubépines,06 60 91 85 12,http://www.plombart-clamart.fr/,"4,8",-180
https://www.google.com/maps/place/Cauvin+SARL/data=!4m7!3m6!1s0x47e6770f47037ddd:0x400ab6e22573adfe!8m2!3d48.7423498!4d2.3000623!16s%2Fg%2F11hcfng0qz!19sChIJ3X0DRw935kcR_q1zJeK2CkA?authuser=0&hl=fr&rclk=1,Cauvin SARL,Entrepreneur,44 Rue des Mûres,06 62 34 31 54,http://www.cauvin92.com/,"4,3",-17
https://www.google.com/maps/place/Jeannin/data=!4m7!3m6!1s0x47e67b085a63644d:0x5c5eef9094da516c!8m2!3d48.8236291!4d2.2686468!16s%2Fg%2F11qsqgh3dk!19sChIJTWRjWgh75kcRbFHalJDvXlw?authuser=0&hl=fr&rclk=1,Jeannin,Entreprise de construction,52 Rue Hoche,01 46 42 21 27,,"4,7",-9
https://www.google.com/maps/place/Entreprise+Brython+Maolet/data=!4m7!3m6!1s0x86e0742ed27d861b:0xa9ee61320d30f5fe!8m2!3d48.7957486!4d2.2518061!16s%2Fg%2F11yzqtdhyr!19sChIJG4Z90i504IYR_vUwDTJh7qk?authuser=0&hl=fr&rclk=1,Entreprise Brython Maolet,Couvreur,·,06 60 71 20 16,https://couvreur-clamart.fr/,,
https://www.google.com/maps/place/ARTISTORE+SARL/data=!4m7!3m6!1s0x47e67bba4b06cce3:0x3adb9ad0639211d3!8m2!3d48.7868443!4d2.245848!16s%2Fg%2F11hythx04g!19sChIJ48wGS7p75kcR0xGSY9Ca2zo?authuser=0&hl=fr&rclk=1,ARTISTORE SARL,Fournisseur de fenêtres,183 Rue de la Prte de Trivaux,01 46 30 87 64,https://www.volet-artistore.fr/,"3,8",-70
https://www.google.com/maps/place/Jason+Toiture/data=!4m7!3m6!1s0x47e60b070af621a7:0xbd1fbfaf050f887e!8m2!3d48.834818!4d2.289572!16s%2Fg%2F11b64hn9wz!19sChIJpyH2CgcL5kcRfogPBa-_H70?authuser=0&hl=fr&rclk=1,Jason Toiture,Couvreur,19 Rue Auguste Chabrières,06 80 45 28 90,https://www.google.com/aclk?sa=L&ai=DChsSEwiDh8Ohi76UAxW_kmgJHU3cBOsYACICCAEQCRoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XGDXp1Fhu4D8xxS192M1ZdahrKQap2azd2xFxCKsIhhM-GNCLlpxjRoCz0EQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1H3l0QYjCshN-6Os1-KFAxPNhrgA&adurl&q&ctype=99&nis=6,"4,1",-26
